#SYMBOL;DESCRIPTION;ISIN;CURRENCY_BASE;CONTRACT_SIZE;TICK_SIZE;TICK_VALUE;DIGITS;MIN_VOLUME;MAX_VOLUME;STEP_VOLUME;START_TIME;EXPIRATION_TIME;OPTION_MODE;OPTION_RIGHT;OPTION_STRIKE
BBASI95;BBAS        ON   24,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.09.19 20:59:59;0;0;0.00000000
BBASI96;BBAS        ON   25,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.09.19 20:59:59;0;0;0.00000000
BBASI97;BBAS        ON   26,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.09.19 20:59:59;0;0;0.00000000
BBASJ14;BBAS        ON   12,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ15;BBAS        ON   13,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ16;BBAS        ON   14,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ17;BBAS        ON   15,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ18;BBAS        ON   16,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ19;BBAS        ON   17,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ20;BBAS        ON   18,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ21;BBASE       ON   20,70;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ22;BBAS        ON   20,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ23;BBAS        ON   21,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ24;BBAS        ON   22,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ25;BBAS        ON   23,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ26;BBAS        ON   24,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ27;BBAS        ON   25,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ28;BBAS        ON   26,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ29;BBAS        ON   27,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ30;BBAS        ON   28,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ43;BBAS        ON   13,45;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ44;BBAS        ON   14,45;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ45;BBAS        ON   15,45;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ46;BBAS        ON   16,45;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ47;BBAS        ON   17,45;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ48;BBAS        ON   18,45;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ49;BBAS        ON   19,45;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ50;BBAS        ON   19,95;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ53;BBASE       ON   23,20;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ55;BBASE       ON   25,20;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ64;BBASE       ON   23,70;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ67;BBASE       ON   17,02;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ68;BBASE       ON   18,20;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ69;BBASE       ON   19,52;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ70;BBAS        ON   20,45;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ78;BBAS        ON   17,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ79;BBASE       ON   19,20;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ80;BBASE       ON   29,70;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ81;BBAS        ON   11,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ82;BBASE       ON   22,52;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ84;BBAS        ON   14,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ87;BBAS        ON   16,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ88;BBASE       ON   18,70;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.10.19 20:59:59;0;0;0.00000000
BBASJ89;BBAS        ON   18,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ90;BBAS        ON   19,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ91;BBAS        ON   20,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ92;BBAS        ON   21,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ93;BBAS        ON   22,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ94;BBAS        ON   23,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ95;BBAS        ON   24,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ96;BBAS        ON   25,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ97;BBAS        ON   26,77;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASJ99;BBASE       ON   19,02;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.10.17 20:59:59;0;0;0.00000000
BBASK14;BBAS        ON   13,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK15;BBAS        ON   14,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK16;BBAS        ON   15,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK17;BBAS  FM    ON   16,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK18;BBAS  FM    ON   17,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK19;BBAS        ON   18,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK20;BBAS        ON   19,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK21;BBAS        ON   20,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK22;BBAS        ON   21,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK23;BBAS        ON   22,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK24;BBAS        ON   23,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK25;BBAS        ON   24,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK26;BBAS        ON   25,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK27;BBAS        ON   26,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK28;BBAS        ON   27,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK29;BBAS        ON   28,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK44;BBAS        ON   14,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK45;BBAS        ON   15,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK46;BBAS  FM    ON   16,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK47;BBAS  FM    ON   17,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK48;BBAS  FM    ON   18,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK49;BBAS        ON   19,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK50;BBAS        ON   20,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK51;BBAS        ON   21,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK54;BBAS        ON   24,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK58;BBASE       ON   17,90;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK60;BBASE       ON   19,90;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK62;BBASE       ON   21,90;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK73;BBASE       ON   23,40;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK75;BBASE       ON   26,40;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK78;BBASE       ON   18,90;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK79;BBASE       ON   19,40;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASK80;BBASE       ON   20,40;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.11.16 20:59:59;0;0;0.00000000
BBASL16;BBASE       ON   16,29;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL17;BBAS  FM    ON   17,04;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL18;BBAS  FM    ON   18,04;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL19;BBAS        ON   19,04;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL20;BBAS        ON   19,54;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL24;BBAS        ON   22,54;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL27;BBAS        ON   26,54;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL47;BBAS  FM    ON   17,54;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL48;BBAS  FM    ON   18,54;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL56;BBAS        ON   25,54;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL60;BBASE       ON   19,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL62;BBASE       ON   21,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL63;BBASE       ON   22,29;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL65;BBASE       ON   14,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL69;BBASE       ON   19,29;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL71;BBASE       ON   30,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL72;BBASE       ON   25,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL73;BBASE       ON   22,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL75;BBASE       ON   24,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL76;BBASE       ON   15,90;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL77;BBASE       ON   26,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL79;BBASE       ON   28,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL81;BBASE       ON   30,90;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL82;BBASE       ON   22,40;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL83;BBAS        ON   22,65;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL85;BBASE       ON   15,79;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL86;BBAS        ON   16,15;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL87;BBASE       ON   27,29;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASL91;BBASE       ON   31,40;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL92;BBASE       ON   31,90;BRBBASACNOR3;BRL;1;0.01;0.01;2;100;286541702;100;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL93;BBASE       ON   22,90;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL96;BBASE       ON   16,40;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.12.19 20:59:59;0;0;0.00000000
BBASL97;BBASE       ON   17,29;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2015.12.21 20:59:59;0;0;0.00000000
BBASM19;BBASE       ON   18,65;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.01.18 20:59:59;0;0;0.00000000
BBASM49;BBASE       ON   19,15;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.01.18 20:59:59;0;0;0.00000000
BBASM61;BBASE       ON   20,90;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.01.18 20:59:59;0;0;0.00000000
BBASM67;BBASE       ON   17,40;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.01.18 20:59:59;0;0;0.00000000
BBASM69;BBASE       ON   19,40;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.01.18 20:59:59;0;0;0.00000000
BBASM74;BBASE       ON   14,90;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.01.18 20:59:59;0;0;0.00000000
BBASM76;BBASE       ON   16,90;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.01.18 20:59:59;0;0;0.00000000
BBASN14;BBASE       ON   14,15;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASN16;BBASE       ON   16,15;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASN48;BBASE       ON   18,15;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASN49;BBASE       ON   19,15;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASN54;BBASE       ON   24,15;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASN55;BBASE       ON   25,15;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASN68;BBASE       ON   17,90;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASN72;BBASE       ON   22,40;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASN80;BBASE       ON   20,40;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.02.15 20:59:59;0;0;0.00000000
BBASO24;BBASE       ON   23,04;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO25;BBASE       ON   24,04;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO26;BBASE       ON   25,04;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO27;BBASE       ON   26,04;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO3;BBASE       ON   18,79;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO54;BBASE       ON   23,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO55;BBASE       ON   24,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO56;BBASE       ON   25,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO60;BBASE       ON   28,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO70;BBASE       ON   18,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO71;BBASE       ON   19,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO72;BBASE       ON   20,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO73;BBASE       ON   21,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO74;BBASE       ON   22,54;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO75;BBASE       ON   23,29;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO76;BBASE       ON   23,79;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO77;BBASE       ON   24,29;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO78;BBASE       ON   24,79;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO79;BBASE       ON   25,29;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO80;BBASE       ON   19,04;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO81;BBASE       ON   20,04;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
BBASO82;BBASE       ON   21,04;BRBBASACNOR3;BRL;0;0;0;0;0;0;0;1970.01.01 00:00:00;2016.03.21 20:59:59;0;0;0.00000000
